TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.common.collect.testing.AbstractIteratorTester,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,844,0
com.google.common.collect.testing.DerivedCollectionGenerators,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.15961577445244238,711,136
com.google.common.collect.testing.Helpers,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7732755087306032,1022,819
com.google.common.collect.testing.NavigableSetTestSuiteBuilder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.2966137600983491,229,30
com.google.common.collect.testing.SpliteratorTester,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6890422438900425,428,368
com.google.common.collect.testing.TestsForListsInJavaUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5292010750373473,490,103
com.google.common.collect.testing.TestsForMapsInJavaUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4979822040734019,1000,128
com.google.common.collect.testing.TestsForQueuesInJavaUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5174418604651163,345,65
com.google.common.collect.testing.TestsForSetsInJavaUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5026732046043844,844,134
com.google.common.collect.testing.google.MapGenerators,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7384256509256509,348,330
com.google.common.collect.testing.google.MultimapPutIterableTester,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5280045660809967,364,85
com.google.common.collect.testing.google.SortedMapGenerators,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7395709325396825,172,161
com.google.common.collect.testing.google.SortedMultisetTestSuiteBuilder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.28860294117647056,362,22
com.google.common.collect.testing.testers.CollectionRetainAllTester,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6809192252582217,365,176
com.google.common.collect.testing.testers.SortedMapNavigationTester,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.45836647225167904,292,89
com.google.common.testing.AbstractPackageSanityTests,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.1591754478398314,297,21
com.google.common.testing.ClassSanityTester,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5367522578852362,980,536
