TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
io.undertow.servlet.spec.UpgradeServletInputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5423189577286951,601,288
io.undertow.servlet.spec.UpgradeServletOutputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4572686128563612,415,183
