ch/qos/logback/logback-access/1.3.11/logback-access-1.3.11.jar	ch.qos.logback.access.net.AccessEventPreSerializationTransformer
ch/qos/logback/logback-access/1.3.11/logback-access-1.3.11.jar	ch.qos.logback.access.pattern.RequestHeaderConverter
ch/qos/logback/logback-core/1.3.11/logback-core-1.3.11.jar	ch.qos.logback.core.BasicStatusManager
com/fasterxml/jackson/core/jackson-databind/2.13.4.1/jackson-databind-2.13.4.1.jar	com.fasterxml.jackson.databind.introspect.AnnotatedCreatorCollector
com/fasterxml/jackson/core/jackson-databind/2.13.4.2/jackson-databind-2.13.4.2.jar	com.fasterxml.jackson.databind.introspect.AnnotatedCreatorCollector
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.ast.NodeList
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.ast.validator.language_level_validations.chunks.CommonValidators
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.ast.validator.language_level_validations.Java1_0Validator
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.printer.DefaultPrettyPrinterVisitor
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.printer.PrettyPrintVisitor
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.resolution.types.ResolvedPrimitiveType
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.utils.Log
com/github/javaparser/javaparser-core/3.24.4/javaparser-core-3.24.4.jar	com.github.javaparser.utils.SourceRoot
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.driver.windows.registry.HkeyPerformanceDataUtil
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.hardware.platform.unix.freebsd.FreeBsdSensors
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.hardware.platform.windows.WindowsPowerSource
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.jna.platform.mac.SystemB
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.jna.platform.unix.AixLibc
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.jna.platform.unix.FreeBsdLibc
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.software.os.linux.LinuxNetworkParams
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.software.os.linux.LinuxOSProcess
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.software.os.windows.WindowsOperatingSystem
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.util.platform.mac.SmcUtil
com/github/oshi/oshi-core/6.4.0/oshi-core-6.4.0.jar	oshi.util.platform.windows.PerfDataUtil
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.driver.windows.registry.HkeyPerformanceDataUtil
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.hardware.platform.unix.freebsd.FreeBsdSensors
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.hardware.platform.windows.WindowsPowerSource
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.jna.platform.mac.SystemB
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.jna.platform.unix.AixLibc
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.jna.platform.unix.SolarisLibc
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.software.common.AbstractOperatingSystem
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.software.os.linux.LinuxNetworkParams
com/github/oshi/oshi-core/6.4.1/oshi-core-6.4.1.jar	oshi.software.os.linux.LinuxOSProcess
