TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
junit.runner.BaseTestRunner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,628,0
junit.runner.BaseTestRunner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,628,0
